6469_7.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: pos
3694_3.txt: { positive score: 10, negative score: 5.25 }, classification: positive, correct: neg
7510_1.txt: { positive score: 2, negative score: 15.75 }, classification: negative, correct: neg
4181_1.txt: { positive score: 6, negative score: 7.0 }, classification: negative, correct: neg
8241_1.txt: { positive score: 4, negative score: 8.75 }, classification: negative, correct: neg
599_1.txt: { positive score: 3, negative score: 10.5 }, classification: negative, correct: neg
582_4.txt: { positive score: 5, negative score: 14.0 }, classification: negative, correct: neg
10841_3.txt: { positive score: 1, negative score: 5.25 }, classification: negative, correct: neg
2509_1.txt: { positive score: 11, negative score: 28.0 }, classification: negative, correct: neg
1375_1.txt: { positive score: 15, negative score: 12.25 }, classification: positive, correct: neg
384_4.txt: { positive score: 7, negative score: 19.25 }, classification: negative, correct: neg
7988_1.txt: { positive score: 12, negative score: 19.25 }, classification: negative, correct: neg
3893_1.txt: { positive score: 18, negative score: 15.75 }, classification: positive, correct: neg
8147_4.txt: { positive score: 9, negative score: 19.25 }, classification: negative, correct: neg
8800_4.txt: { positive score: 15, negative score: 17.5 }, classification: negative, correct: neg
12344_4.txt: { positive score: 8, negative score: 5.25 }, classification: positive, correct: neg
7334_4.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: neg
10613_1.txt: { positive score: 11, negative score: 12.25 }, classification: negative, correct: neg
3275_2.txt: { positive score: 1, negative score: 1.75 }, classification: negative, correct: neg
6298_4.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
711_4.txt: { positive score: 5, negative score: 0 }, classification: positive, correct: neg
4089_4.txt: { positive score: 11, negative score: 24.5 }, classification: negative, correct: neg
9971_1.txt: { positive score: 3, negative score: 0 }, classification: positive, correct: neg
10588_1.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
7398_4.txt: { positive score: 23, negative score: 29.75 }, classification: negative, correct: neg
1605_3.txt: { positive score: 6, negative score: 5.25 }, classification: positive, correct: neg
848_2.txt: { positive score: 4, negative score: 8.75 }, classification: negative, correct: neg
8282_4.txt: { positive score: 20, negative score: 21.0 }, classification: negative, correct: neg
1771_4.txt: { positive score: 14, negative score: 15.75 }, classification: negative, correct: neg
11452_2.txt: { positive score: 0, negative score: 12.25 }, classification: negative, correct: neg
5601_1.txt: { positive score: 12, negative score: 17.5 }, classification: negative, correct: neg
570_1.txt: { positive score: 8, negative score: 10.5 }, classification: negative, correct: neg
5435_1.txt: { positive score: 7, negative score: 19.25 }, classification: negative, correct: neg
3996_3.txt: { positive score: 23, negative score: 24.5 }, classification: negative, correct: neg
12210_1.txt: { positive score: 7, negative score: 22.75 }, classification: negative, correct: neg
4690_4.txt: { positive score: 4, negative score: 10.5 }, classification: negative, correct: neg
10859_1.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
4306_3.txt: { positive score: 5, negative score: 7.0 }, classification: negative, correct: neg
2757_2.txt: { positive score: 10, negative score: 38.5 }, classification: negative, correct: neg
7383_1.txt: { positive score: 17, negative score: 8.75 }, classification: positive, correct: neg
2342_1.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
7649_3.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
11949_4.txt: { positive score: 11, negative score: 7.0 }, classification: positive, correct: neg
11200_4.txt: { positive score: 9, negative score: 5.25 }, classification: positive, correct: neg
1634_2.txt: { positive score: 5, negative score: 10.5 }, classification: negative, correct: neg
3192_2.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
11401_3.txt: { positive score: 14, negative score: 17.5 }, classification: negative, correct: neg
10590_3.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
5318_2.txt: { positive score: 0, negative score: 3.5 }, classification: negative, correct: neg
9354_4.txt: { positive score: 16, negative score: 5.25 }, classification: positive, correct: neg
6113_1.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: neg
10142_3.txt: { positive score: 6, negative score: 7.0 }, classification: negative, correct: neg
8152_1.txt: { positive score: 10, negative score: 7.0 }, classification: positive, correct: neg
9329_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
5398_2.txt: { positive score: 16, negative score: 29.75 }, classification: negative, correct: neg
5900_1.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: neg
7498_1.txt: { positive score: 15, negative score: 24.5 }, classification: negative, correct: neg
3523_1.txt: { positive score: 2, negative score: 5.25 }, classification: negative, correct: neg
2391_2.txt: { positive score: 3, negative score: 8.75 }, classification: negative, correct: neg
11629_4.txt: { positive score: 24, negative score: 21.0 }, classification: positive, correct: neg
6270_3.txt: { positive score: 31, negative score: 49.0 }, classification: negative, correct: neg
9523_1.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
9567_1.txt: { positive score: 14, negative score: 35.0 }, classification: negative, correct: neg
3530_2.txt: { positive score: 8, negative score: 17.5 }, classification: negative, correct: neg
12122_3.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
578_2.txt: { positive score: 9, negative score: 12.25 }, classification: negative, correct: neg
10942_1.txt: { positive score: 17, negative score: 12.25 }, classification: positive, correct: neg
1382_1.txt: { positive score: 14, negative score: 19.25 }, classification: negative, correct: neg
9687_1.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
3067_1.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
2805_4.txt: { positive score: 12, negative score: 17.5 }, classification: negative, correct: neg
3128_1.txt: { positive score: 25, negative score: 35.0 }, classification: negative, correct: neg
5591_4.txt: { positive score: 26, negative score: 36.75 }, classification: negative, correct: neg
2156_1.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
8446_3.txt: { positive score: 18, negative score: 17.5 }, classification: positive, correct: neg
4399_1.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: neg
10845_1.txt: { positive score: 9, negative score: 21.0 }, classification: negative, correct: neg
7650_3.txt: { positive score: 14, negative score: 28.0 }, classification: negative, correct: neg
6786_4.txt: { positive score: 7, negative score: 5.25 }, classification: positive, correct: neg
7164_1.txt: { positive score: 9, negative score: 1.75 }, classification: positive, correct: neg
6519_2.txt: { positive score: 11, negative score: 10.5 }, classification: positive, correct: neg
10268_3.txt: { positive score: 14, negative score: 17.5 }, classification: negative, correct: neg
5520_4.txt: { positive score: 13, negative score: 10.5 }, classification: positive, correct: neg
6342_3.txt: { positive score: 9, negative score: 5.25 }, classification: positive, correct: neg
7490_3.txt: { positive score: 17, negative score: 31.5 }, classification: negative, correct: neg
3363_1.txt: { positive score: 2, negative score: 5.25 }, classification: negative, correct: neg
7898_1.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
9490_4.txt: { positive score: 8, negative score: 12.25 }, classification: negative, correct: neg
11532_4.txt: { positive score: 9, negative score: 7.0 }, classification: positive, correct: neg
5312_4.txt: { positive score: 22, negative score: 28.0 }, classification: negative, correct: neg
8119_4.txt: { positive score: 28, negative score: 26.25 }, classification: positive, correct: neg
9469_4.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
8473_4.txt: { positive score: 44, negative score: 43.75 }, classification: positive, correct: neg
10736_3.txt: { positive score: 17, negative score: 29.75 }, classification: negative, correct: neg
12160_1.txt: { positive score: 28, negative score: 42.0 }, classification: negative, correct: neg
9109_2.txt: { positive score: 17, negative score: 42.0 }, classification: negative, correct: neg
1224_3.txt: { positive score: 20, negative score: 31.5 }, classification: negative, correct: neg
4675_1.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: neg
5578_1.txt: { positive score: 14, negative score: 42.0 }, classification: negative, correct: neg
3982_2.txt: { positive score: 10, negative score: 10.5 }, classification: negative, correct: neg
7991_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
7251_1.txt: { positive score: 30, negative score: 43.75 }, classification: negative, correct: neg
876_3.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: neg
5412_1.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
4086_1.txt: { positive score: 13, negative score: 15.75 }, classification: negative, correct: neg
8617_4.txt: { positive score: 13, negative score: 14.0 }, classification: negative, correct: neg
8291_4.txt: { positive score: 42, negative score: 43.75 }, classification: negative, correct: neg
6430_3.txt: { positive score: 15, negative score: 29.75 }, classification: negative, correct: neg
3769_1.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
